total_study_hours,avg_session_length,study_sessions_per_week,focus_ratio,late_night_study_ratio,days_until_deadline_avg,video_completion_rate,practice_problem_attempts,forum_participation,study_streak_days,final_grade,pass_fail
20.5,77.1,15.9,0.907,0.601,10.7,0.723,25.0,1,21.0,95.2,1
6.5,69.7,5.6,0.529,0.571,6.1,0.737,7.0,1,8.0,72.2,1
22.6,43.1,25.0,0.751,0.257,9.6,0.6,8.0,2,8.0,74.4,1
14.2,47.1,18.1,0.819,0.083,6.7,0.404,9.0,3,4.0,72.5,1
12.9,80.6,9.6,0.867,0.756,2.8,0.701,19.0,2,13.0,69.2,1
9.9,53.3,11.2,0.789,0.8,7.2,0.76,28.0,2,9.0,73.9,1
6.7,51.9,7.8,0.604,0.485,5.2,0.419,39.0,2,14.0,80.0,1
19.1,40.9,25.0,0.793,0.235,3.9,0.742,27.0,1,4.0,90.8,1
15.4,68.5,13.5,0.512,0.569,4.1,0.807,13.0,1,27.0,61.4,1
8.6,101.3,5.1,0.728,0.444,9.4,0.686,21.0,3,17.0,80.5,1
8.5,38.6,13.2,0.718,0.274,6.2,0.516,4.0,0,30.0,48.1,0
13.3,60.5,13.2,0.524,0.315,5.9,0.512,50.0,2,11.0,86.2,1
23.3,88.2,15.9,0.952,0.116,12.5,0.606,7.0,3,19.0,100.0,1
13.7,58.4,14.1,0.415,0.465,3.5,0.519,20.0,4,27.0,75.7,1
7.5,69.0,6.5,0.819,0.431,5.1,0.661,15.0,5,13.0,74.9,1
13.8,38.8,21.3,0.919,0.247,3.6,0.764,4.0,0,10.0,68.9,1
13.6,68.6,11.9,0.68,0.097,7.1,0.428,7.0,2,8.0,71.7,1
2.0,56.3,2.1,0.715,0.167,6.0,0.321,30.0,2,9.0,69.9,1
14.7,79.7,11.1,0.754,0.135,4.3,0.831,12.0,1,12.0,82.5,1
13.8,83.7,9.9,0.878,0.393,4.6,0.638,6.0,0,9.0,81.7,1
18.5,111.8,9.9,0.945,0.26,8.9,0.874,10.0,1,16.0,93.8,1
24.2,71.6,20.3,0.52,0.449,10.2,0.747,6.0,3,23.0,77.0,1
20.6,66.5,18.6,0.98,0.075,3.8,0.548,8.0,1,5.0,78.9,1
13.7,63.9,12.8,0.85,0.408,14.0,0.57,3.0,2,5.0,64.7,1
9.5,52.9,10.7,0.835,0.307,2.2,0.604,13.0,0,8.0,79.3,1
27.9,66.8,25.0,0.674,0.395,2.7,0.511,15.0,2,3.0,78.3,1
15.3,54.1,17.0,0.74,0.151,4.5,0.684,8.0,4,26.0,89.3,1
15.1,63.4,14.3,0.827,0.251,3.3,0.3,30.0,1,20.0,96.3,1
14.9,86.4,10.3,0.452,0.215,3.1,0.816,9.0,2,9.0,72.6,1
16.0,39.9,24.1,0.747,0.465,10.1,0.905,12.0,2,10.0,71.0,1
14.3,82.8,10.3,0.83,0.08,7.2,0.768,8.0,1,13.0,84.9,1
12.1,86.3,8.4,0.732,0.109,5.6,0.739,10.0,4,6.0,81.3,1
12.3,57.6,12.8,0.914,0.12,3.9,0.447,22.0,1,9.0,94.3,1
14.8,17.6,25.0,0.348,0.11,2.8,0.675,4.0,1,7.0,71.7,1
12.3,47.8,15.4,0.968,0.12,2.7,0.733,18.0,1,11.0,88.1,1
11.4,85.9,8.0,0.712,0.249,10.1,0.684,7.0,3,11.0,89.5,1
15.5,59.5,15.7,0.873,0.329,9.8,0.793,4.0,3,10.0,83.2,1
13.7,40.0,20.6,0.933,0.092,4.6,0.741,10.0,3,19.0,81.7,1
22.5,49.9,25.0,0.566,0.242,2.0,0.913,20.0,4,10.0,80.9,1
2.0,76.8,2.0,0.623,0.303,7.6,0.918,10.0,2,10.0,57.3,0
20.5,70.9,17.3,0.688,0.403,4.6,0.845,6.0,3,4.0,91.7,1
21.2,55.2,23.1,0.65,0.051,9.1,0.381,43.0,0,16.0,89.7,1
4.6,52.7,5.3,0.566,0.345,2.7,0.767,16.0,2,12.0,65.4,1
13.3,52.2,15.3,0.786,0.304,5.6,0.68,14.0,1,17.0,80.4,1
13.1,41.6,19.0,0.794,0.239,2.5,0.435,19.0,1,6.0,65.1,1
8.0,92.3,5.2,0.434,0.171,3.4,0.823,21.0,0,5.0,61.5,1
11.1,53.6,12.4,0.59,0.108,3.3,0.909,9.0,1,9.0,77.3,1
9.4,84.3,6.7,0.86,0.072,4.5,0.675,24.0,2,3.0,77.0,1
23.8,90.4,15.8,0.749,0.388,10.5,0.788,3.0,4,26.0,95.5,1
19.7,80.0,14.8,0.579,0.087,5.8,0.952,20.0,5,9.0,92.9,1
21.4,51.4,24.9,0.736,0.117,8.3,0.588,9.0,1,2.0,74.3,1
18.6,68.1,16.4,0.568,0.322,5.6,0.811,30.0,2,8.0,79.9,1
9.4,59.5,9.4,0.551,0.027,4.2,0.498,9.0,2,10.0,59.7,0
12.4,41.9,17.7,0.931,0.269,1.2,0.631,27.0,2,23.0,84.1,1
17.4,66.5,15.7,0.846,0.195,2.8,0.52,17.0,0,11.0,87.4,1
8.9,36.4,14.6,0.887,0.305,5.3,0.934,23.0,3,4.0,67.9,1
18.6,83.8,13.3,0.58,0.15,5.9,0.298,14.0,2,13.0,82.7,1
13.8,50.7,16.3,0.781,0.228,9.2,0.535,2.0,1,11.0,78.5,1
13.1,64.0,12.3,0.622,0.328,1.7,0.326,29.0,4,9.0,68.6,1
18.6,65.7,17.0,0.67,0.514,14.0,0.269,30.0,0,8.0,91.7,1
17.2,54.8,18.8,0.664,0.181,1.2,0.588,10.0,4,18.0,80.6,1
13.2,71.7,11.0,0.816,0.173,5.1,0.768,7.0,4,11.0,82.2,1
20.8,50.5,24.7,0.669,0.109,3.7,0.672,25.0,1,10.0,80.9,1
9.6,77.4,7.4,0.578,0.231,2.8,0.586,16.0,1,20.0,61.2,1
18.1,33.1,25.0,0.728,0.431,12.1,0.823,12.0,1,17.0,85.8,1
18.0,62.5,17.2,0.666,0.363,3.8,0.854,19.0,4,13.0,80.1,1
13.5,98.8,8.2,0.826,0.344,1.6,0.892,10.0,0,7.0,75.3,1
16.6,40.0,25.0,0.598,0.409,2.3,0.77,30.0,2,9.0,77.0,1
8.7,46.4,11.3,0.517,0.179,9.8,0.637,11.0,2,10.0,82.1,1
19.6,70.3,16.8,0.71,0.018,2.3,0.38,25.0,2,4.0,79.6,1
14.1,63.6,13.3,0.963,0.164,2.0,0.946,14.0,4,8.0,84.7,1
12.4,67.0,11.1,0.614,0.39,6.0,0.796,17.0,4,11.0,88.1,1
20.2,69.8,17.4,0.728,0.13,4.5,0.875,42.0,4,15.0,100.0,1
11.5,72.7,9.5,0.577,0.407,6.9,0.723,9.0,2,15.0,78.5,1
8.0,82.2,5.8,0.81,0.251,4.2,0.856,23.0,4,3.0,70.9,1
7.2,68.2,6.3,0.897,0.288,8.0,0.394,36.0,3,8.0,75.8,1
18.0,55.2,19.6,0.901,0.402,2.1,0.832,23.0,2,6.0,85.9,1
8.6,73.5,7.0,0.927,0.201,1.8,0.716,31.0,4,3.0,74.4,1
23.8,98.0,14.6,0.836,0.571,6.3,0.739,15.0,2,10.0,80.1,1
4.6,57.3,4.8,0.727,0.253,4.5,0.81,22.0,2,8.0,67.7,1
23.5,40.5,25.0,0.698,0.559,4.0,0.641,26.0,1,11.0,88.5,1
16.1,82.1,11.7,0.712,0.296,7.6,0.824,14.0,2,15.0,86.8,1
14.5,57.6,15.1,0.774,0.174,14.0,0.517,7.0,0,13.0,91.1,1
12.3,16.5,25.0,0.665,0.374,1.9,0.63,6.0,2,28.0,67.2,1
17.0,76.9,13.3,0.872,0.302,10.7,0.37,39.0,1,12.0,85.2,1
14.8,49.3,18.0,0.522,0.095,7.8,0.541,35.0,1,23.0,95.2,1
20.5,58.2,21.2,0.507,0.496,3.9,0.619,8.0,3,5.0,70.2,1
15.6,66.6,14.0,0.852,0.343,12.6,0.905,31.0,3,13.0,100.0,1
15.8,63.8,14.8,0.919,0.525,2.3,0.521,19.0,2,7.0,71.8,1
13.2,74.2,10.7,0.767,0.296,6.8,0.48,14.0,3,9.0,86.5,1
14.7,51.3,17.2,0.768,0.15,4.7,0.712,7.0,2,17.0,90.6,1
16.5,70.3,14.1,0.887,0.305,3.9,0.411,12.0,2,9.0,83.9,1
6.4,54.8,7.1,0.787,0.303,2.5,0.413,6.0,1,19.0,60.6,1
8.3,74.8,6.6,0.751,0.177,14.0,0.842,11.0,2,7.0,79.5,1
18.7,72.3,15.5,0.511,0.196,3.9,0.661,6.0,0,5.0,80.2,1
15.9,41.3,23.0,0.791,0.242,0.9,0.873,4.0,1,12.0,72.7,1
14.1,81.7,10.3,0.66,0.524,8.5,0.468,31.0,2,12.0,84.1,1
15.1,49.3,18.4,0.948,0.051,6.5,0.658,12.0,1,9.0,93.9,1
16.7,76.2,13.2,0.501,0.216,4.5,0.687,18.0,1,15.0,77.2,1
12.3,67.3,11.0,0.582,0.526,4.2,0.667,9.0,3,2.0,60.2,1
11.1,96.8,6.9,0.614,0.094,5.1,0.799,11.0,3,6.0,78.1,1
16.0,55.5,17.3,0.503,0.795,8.6,0.649,6.0,3,14.0,68.5,1
10.1,53.0,11.4,0.863,0.402,6.5,0.965,39.0,2,9.0,89.6,1
17.0,59.6,17.2,0.759,0.121,7.1,0.785,25.0,4,7.0,84.1,1
6.5,53.9,7.2,0.412,0.298,7.1,0.751,8.0,2,12.0,72.4,1
20.1,76.0,15.9,0.724,0.165,8.8,0.438,6.0,2,18.0,97.9,1
17.4,27.7,25.0,0.501,0.153,10.2,0.213,4.0,1,13.0,66.7,1
16.3,38.9,25.0,0.844,0.311,3.4,0.778,15.0,1,16.0,77.1,1
19.9,38.6,25.0,0.446,0.04,6.0,0.789,23.0,1,13.0,75.1,1
23.3,79.0,17.7,0.799,0.054,10.0,0.62,22.0,1,21.0,98.1,1
20.1,94.2,12.8,0.65,0.318,3.4,0.72,9.0,1,8.0,80.1,1
5.8,57.9,6.0,0.618,0.181,11.2,0.803,11.0,3,19.0,86.2,1
8.6,56.6,9.1,0.709,0.364,3.4,0.287,6.0,2,3.0,62.0,1
11.9,61.4,11.6,0.921,0.261,6.6,0.723,7.0,0,5.0,66.6,1
15.1,83.2,10.9,0.464,0.156,4.5,0.677,31.0,2,15.0,85.7,1
17.6,41.5,25.0,0.576,0.379,4.1,0.5,2.0,1,4.0,68.0,1
11.4,64.8,10.5,0.821,0.302,6.9,0.773,2.0,2,9.0,75.0,1
15.9,79.5,12.0,0.774,0.767,10.3,0.745,8.0,2,21.0,90.8,1
11.2,70.0,9.6,0.394,0.186,4.5,0.306,39.0,4,5.0,78.7,1
11.9,63.8,11.2,0.735,0.096,10.8,0.435,14.0,5,17.0,77.1,1
8.0,80.0,6.0,0.743,0.476,3.3,0.738,50.0,1,8.0,71.8,1
10.4,15.0,25.0,0.674,0.229,10.4,0.641,10.0,0,5.0,64.5,1
8.2,73.6,6.7,0.869,0.112,5.7,0.532,22.0,1,11.0,66.8,1
10.1,46.9,12.9,0.688,0.312,6.4,0.57,29.0,4,20.0,82.6,1
20.3,23.4,25.0,0.894,0.292,2.5,0.774,50.0,2,4.0,73.5,1
10.3,70.2,8.8,0.661,0.254,4.0,0.497,8.0,1,4.0,75.4,1
28.2,87.5,19.3,0.553,0.362,5.2,0.658,14.0,1,15.0,99.8,1
17.5,57.3,18.3,0.84,0.185,9.6,0.704,12.0,4,7.0,93.4,1
15.9,79.1,12.1,0.78,0.464,4.7,0.715,23.0,2,29.0,83.6,1
10.7,92.2,7.0,0.783,0.336,3.2,0.694,36.0,1,12.0,81.8,1
18.5,86.3,12.9,0.849,0.104,6.1,0.907,36.0,2,18.0,96.9,1
12.1,92.8,7.8,0.704,0.371,14.0,0.69,8.0,2,12.0,73.1,1
15.6,74.8,12.5,0.89,0.206,6.5,0.697,7.0,5,4.0,82.8,1
27.8,61.5,25.0,0.607,0.774,4.6,0.827,22.0,3,6.0,86.5,1
14.5,28.0,25.0,0.714,0.176,6.1,0.583,5.0,4,6.0,70.0,1
20.7,55.1,22.6,0.742,0.109,3.0,0.853,24.0,1,14.0,95.9,1
11.5,43.1,16.0,0.791,0.161,11.6,0.688,14.0,2,10.0,88.0,1
14.8,103.4,8.6,0.389,0.224,11.5,0.607,32.0,2,3.0,86.2,1
23.9,56.5,25.0,0.961,0.227,2.9,0.492,29.0,0,15.0,76.4,1
11.9,62.5,11.4,0.739,0.36,11.4,0.746,15.0,1,30.0,82.8,1
24.1,71.0,20.3,0.689,0.068,6.2,0.48,5.0,0,5.0,70.7,1
18.5,60.9,18.3,0.398,0.131,7.9,0.713,5.0,3,6.0,78.7,1
12.2,93.9,7.8,0.771,0.269,5.3,0.742,14.0,3,7.0,75.6,1
18.2,47.5,22.9,0.319,0.091,5.6,0.552,19.0,1,10.0,68.5,1
19.9,63.9,18.7,0.588,0.386,3.6,0.609,10.0,0,5.0,84.0,1
18.1,45.2,24.1,0.599,0.135,3.0,0.787,6.0,1,20.0,78.8,1
7.1,33.6,12.8,0.614,0.182,2.9,0.799,11.0,2,25.0,80.4,1
11.4,47.8,14.3,0.837,0.087,9.8,0.878,33.0,1,11.0,77.6,1
13.8,59.3,13.9,0.745,0.08,5.9,0.728,11.0,0,10.0,80.6,1
14.6,51.4,17.1,0.622,0.467,3.1,0.903,8.0,2,3.0,80.1,1
18.1,46.2,23.5,0.473,0.235,5.7,0.809,5.0,5,5.0,81.9,1
15.9,31.9,25.0,0.5,0.151,1.7,0.647,13.0,0,2.0,53.0,0
8.3,58.3,8.6,0.844,0.401,3.0,0.772,29.0,2,7.0,73.3,1
16.9,29.9,25.0,0.795,0.736,10.3,0.705,30.0,3,8.0,82.6,1
18.1,75.2,14.4,0.64,0.218,3.8,0.868,7.0,2,15.0,83.6,1
17.8,61.6,17.3,0.969,0.47,9.6,0.779,15.0,2,11.0,83.5,1
20.4,30.8,25.0,0.776,0.435,5.0,0.346,7.0,2,6.0,59.9,0
19.2,53.8,21.4,0.702,0.299,7.9,0.833,10.0,2,15.0,73.7,1
17.3,45.0,23.1,0.62,0.24,2.5,0.81,13.0,3,30.0,67.9,1
14.6,66.4,13.2,0.862,0.665,7.2,0.477,9.0,1,16.0,76.0,1
6.7,86.8,4.6,0.664,0.1,1.0,0.623,39.0,6,8.0,83.8,1
17.1,22.5,25.0,0.822,0.526,4.1,0.536,8.0,2,12.0,60.5,1
16.0,62.3,15.4,0.785,0.216,10.7,0.795,8.0,4,5.0,88.2,1
16.4,56.8,17.3,0.838,0.184,5.4,0.722,7.0,1,5.0,87.9,1
8.6,73.4,7.0,0.507,0.084,2.9,0.704,3.0,2,26.0,72.3,1
9.6,64.3,9.0,0.633,0.213,10.2,0.648,40.0,1,12.0,69.8,1
20.3,45.0,25.0,0.564,0.092,14.0,0.608,13.0,2,18.0,87.3,1
14.8,53.6,16.6,0.403,0.47,4.6,0.778,19.0,1,9.0,72.3,1
18.4,44.1,25.0,0.853,0.259,1.8,0.394,17.0,7,5.0,75.6,1
15.1,81.5,11.1,0.622,0.379,5.5,0.411,9.0,2,4.0,69.2,1
15.1,60.4,15.0,0.709,0.219,8.2,0.681,13.0,0,6.0,80.0,1
19.7,98.0,12.1,0.693,0.359,4.7,0.308,22.0,1,13.0,87.7,1
12.4,58.8,12.7,0.864,0.146,1.1,0.772,4.0,4,4.0,94.1,1
15.5,45.8,20.3,0.474,0.187,7.7,0.943,10.0,3,11.0,74.5,1
12.7,29.7,25.0,0.553,0.127,3.3,0.387,11.0,0,14.0,72.9,1
12.8,23.9,25.0,0.676,0.387,4.0,0.781,9.0,1,5.0,65.7,1
13.5,28.3,25.0,0.816,0.168,1.8,0.899,8.0,0,30.0,74.2,1
16.1,65.3,14.8,0.838,0.382,0.8,0.733,15.0,3,17.0,85.5,1
12.6,70.2,10.8,0.617,0.021,2.5,0.672,34.0,3,10.0,75.3,1
21.3,28.4,25.0,0.98,0.556,3.8,0.814,19.0,2,6.0,83.1,1
10.5,77.9,8.1,0.602,0.224,3.8,0.365,7.0,0,12.0,52.8,0
14.1,50.3,16.8,0.551,0.373,11.9,0.792,50.0,2,12.0,80.9,1
12.8,62.9,12.2,0.943,0.021,2.7,0.401,34.0,3,11.0,88.2,1
22.2,92.2,14.5,0.845,0.051,9.2,0.647,9.0,1,13.0,100.0,1
16.0,77.9,12.3,0.874,0.795,5.8,0.634,34.0,3,5.0,91.5,1
20.2,54.6,22.1,0.574,0.178,12.9,0.592,16.0,4,16.0,82.4,1
7.6,42.2,10.8,0.925,0.531,5.1,0.48,5.0,4,4.0,67.0,1
16.3,17.0,25.0,0.655,0.137,1.2,0.726,31.0,3,4.0,82.4,1
19.4,45.6,25.0,0.677,0.275,4.8,0.473,7.0,3,2.0,62.0,1
15.4,55.8,16.6,0.711,0.255,0.8,0.584,19.0,1,15.0,82.8,1
20.3,40.3,25.0,0.484,0.143,2.4,0.331,15.0,2,13.0,66.9,1
12.4,57.4,13.0,0.945,0.239,4.9,0.727,20.0,1,10.0,82.2,1
22.0,61.5,21.5,0.821,0.099,4.9,0.703,42.0,2,7.0,87.7,1
26.5,55.5,25.0,0.45,0.596,9.0,0.386,13.0,4,8.0,79.5,1
13.2,47.0,16.8,0.556,0.274,6.9,0.513,5.0,0,5.0,71.4,1
12.8,63.4,12.1,0.419,0.239,12.2,0.673,7.0,2,12.0,81.9,1
22.3,68.8,19.4,0.638,0.096,9.0,0.623,4.0,2,2.0,89.6,1
22.9,38.2,25.0,0.844,0.312,8.4,0.966,3.0,3,3.0,84.0,1
12.4,88.2,8.4,0.573,0.091,14.0,0.767,29.0,1,5.0,98.3,1
12.9,58.0,13.3,0.732,0.098,8.7,0.781,15.0,1,11.0,73.0,1
13.6,60.4,13.5,0.482,0.141,11.1,0.676,12.0,4,10.0,92.6,1
8.3,74.2,6.7,0.785,0.036,1.7,0.744,9.0,5,21.0,78.4,1
10.4,64.7,9.7,0.38,0.09,4.4,0.505,24.0,2,9.0,76.3,1
10.0,79.1,7.6,0.837,0.275,6.7,0.297,37.0,1,16.0,77.8,1
11.2,65.7,10.2,0.956,0.293,5.6,0.875,6.0,2,11.0,75.7,1
14.8,47.8,18.6,0.827,0.098,3.3,0.956,19.0,3,2.0,90.1,1
16.2,67.2,14.4,0.723,0.354,8.4,0.912,27.0,2,5.0,94.5,1
22.8,37.1,25.0,0.475,0.393,9.6,0.854,16.0,4,5.0,83.3,1
10.0,62.2,9.7,0.923,0.421,5.1,0.253,23.0,3,6.0,70.3,1
19.9,59.3,20.1,0.951,0.467,4.5,0.768,5.0,3,8.0,100.0,1
13.9,55.8,15.0,0.659,0.209,3.9,0.212,38.0,2,19.0,89.7,1
14.8,57.4,15.4,0.472,0.167,8.6,0.731,24.0,4,9.0,90.1,1
18.4,22.4,25.0,0.748,0.241,4.5,0.852,20.0,4,7.0,77.7,1
9.4,49.0,11.5,0.807,0.297,5.5,0.757,26.0,2,17.0,76.3,1
16.9,61.9,16.4,0.788,0.413,10.4,0.825,10.0,2,17.0,85.5,1
15.8,63.2,15.0,0.895,0.058,6.3,0.509,5.0,0,2.0,87.3,1
17.5,39.4,25.0,0.501,0.317,5.5,0.321,4.0,1,10.0,56.0,0
16.4,85.3,11.6,0.646,0.216,3.7,0.282,4.0,2,20.0,70.1,1
27.3,42.7,25.0,0.945,0.241,5.3,0.641,19.0,1,9.0,95.1,1
11.8,79.4,8.9,0.583,0.231,3.3,0.552,10.0,4,5.0,74.8,1
12.3,68.5,10.8,0.605,0.146,6.1,0.769,36.0,0,16.0,77.5,1
11.9,47.1,15.1,0.508,0.288,4.0,0.76,31.0,2,4.0,67.7,1
12.2,95.5,7.7,0.843,0.316,4.3,0.587,24.0,2,11.0,91.9,1
11.8,36.1,19.6,0.656,0.306,5.3,0.464,21.0,4,9.0,77.8,1
20.9,78.4,16.0,0.312,0.179,13.1,0.773,7.0,1,3.0,73.4,1
22.1,80.0,16.6,0.92,0.206,6.6,0.454,9.0,4,18.0,86.2,1
12.1,46.6,15.6,0.646,0.042,2.5,0.84,7.0,2,13.0,75.8,1
10.8,87.8,7.4,0.751,0.137,4.5,0.473,5.0,3,22.0,83.3,1
17.4,55.0,18.9,0.742,0.073,3.7,0.812,12.0,2,10.0,91.4,1
12.2,65.8,11.2,0.604,0.41,3.6,0.812,27.0,1,5.0,83.0,1
18.2,65.2,16.7,0.914,0.164,3.7,0.555,12.0,1,3.0,74.4,1
16.0,57.3,16.8,0.901,0.287,4.6,0.698,7.0,4,17.0,87.8,1
7.4,76.2,5.8,0.661,0.25,3.4,0.858,12.0,2,5.0,80.7,1
22.7,75.9,18.0,0.724,0.226,3.4,0.773,15.0,1,30.0,100.0,1
24.0,25.0,25.0,0.713,0.098,3.7,0.634,9.0,3,26.0,90.2,1
11.9,86.1,8.3,0.736,0.193,3.6,0.771,12.0,3,10.0,96.7,1
13.1,26.8,25.0,0.706,0.477,3.1,0.462,50.0,0,8.0,70.9,1
16.4,80.7,12.2,0.674,0.402,7.5,0.706,4.0,5,6.0,86.5,1
16.7,82.5,12.1,0.777,0.527,4.2,0.616,2.0,0,7.0,71.7,1
18.3,38.2,25.0,0.859,0.562,4.7,0.4,14.0,5,30.0,73.2,1
25.1,51.8,25.0,0.758,0.239,4.5,0.869,18.0,1,8.0,80.8,1
14.1,37.9,22.4,0.936,0.389,3.5,0.765,12.0,2,13.0,75.0,1
11.0,55.7,11.9,0.647,0.197,3.0,0.596,6.0,4,14.0,72.2,1
8.1,53.8,9.0,0.878,0.268,7.9,0.78,36.0,1,18.0,71.0,1
11.3,75.6,9.0,0.726,0.282,3.1,0.847,14.0,1,13.0,70.3,1
14.8,86.2,10.3,0.712,0.39,3.2,0.264,15.0,2,10.0,72.7,1
24.0,87.9,16.4,0.844,0.464,9.3,0.627,24.0,5,6.0,100.0,1
12.4,48.8,15.3,0.848,0.246,3.8,0.925,11.0,3,14.0,83.0,1
16.1,55.8,17.3,0.91,0.284,5.3,0.853,11.0,4,12.0,87.7,1
14.9,26.3,25.0,0.817,0.232,4.3,0.413,36.0,1,7.0,67.0,1
20.9,43.9,25.0,0.855,0.279,5.2,0.894,3.0,1,13.0,79.9,1
27.6,79.3,20.9,0.841,0.263,11.7,0.715,17.0,6,9.0,100.0,1
12.3,92.3,8.0,0.95,0.355,3.3,0.545,16.0,1,12.0,80.8,1
12.6,35.3,21.3,0.827,0.136,7.5,0.354,9.0,1,15.0,59.7,0
20.2,48.2,25.0,0.789,0.163,7.9,0.728,12.0,2,11.0,74.6,1
18.4,59.5,18.6,0.641,0.436,7.6,0.65,33.0,2,16.0,92.0,1
24.2,65.6,22.2,0.669,0.329,11.4,0.469,7.0,2,11.0,80.0,1
17.9,43.8,24.5,0.554,0.194,1.2,0.574,23.0,1,18.0,73.8,1
13.2,68.5,11.6,0.738,0.584,2.0,0.577,13.0,6,8.0,69.5,1
18.0,50.5,21.3,0.413,0.035,2.9,0.634,21.0,2,5.0,76.7,1
20.5,59.7,20.6,0.882,0.257,3.9,0.218,18.0,1,12.0,76.0,1
19.1,70.9,16.2,0.653,0.243,6.2,0.817,1.0,1,24.0,83.9,1
17.5,60.1,17.5,0.669,0.451,3.0,0.894,6.0,4,17.0,76.3,1
20.3,51.3,23.8,0.375,0.201,3.0,0.73,7.0,2,24.0,81.7,1
20.8,57.8,21.6,0.848,0.242,5.6,0.82,6.0,1,7.0,78.5,1
21.9,58.2,22.6,0.811,0.278,7.0,0.253,8.0,0,10.0,79.3,1
18.2,52.6,20.8,0.746,0.115,5.2,0.5,15.0,1,5.0,67.4,1
14.2,54.8,15.5,0.73,0.296,7.2,0.743,26.0,1,4.0,93.7,1
15.7,92.0,10.3,0.841,0.271,1.8,0.644,4.0,2,22.0,92.0,1
21.0,71.2,17.7,0.3,0.482,3.4,0.83,14.0,4,21.0,69.4,1
10.9,54.1,12.1,0.7,0.685,2.8,0.608,17.0,1,14.0,62.8,1
16.8,73.9,13.7,0.876,0.477,3.8,0.414,29.0,3,7.0,86.9,1
13.0,53.3,14.7,0.456,0.226,5.1,0.287,38.0,2,15.0,67.6,1
15.1,83.5,10.9,0.479,0.108,1.5,0.897,11.0,2,20.0,81.6,1
21.4,67.4,19.0,0.809,0.163,3.7,0.852,6.0,4,26.0,99.2,1
16.0,57.9,16.5,0.561,0.176,3.4,0.423,17.0,1,4.0,74.2,1
15.2,69.0,13.3,0.801,0.105,1.9,0.699,6.0,1,8.0,84.0,1
8.2,28.6,17.2,0.526,0.453,7.3,0.71,16.0,2,8.0,62.3,1
18.7,37.5,25.0,0.742,0.395,5.2,0.476,7.0,2,9.0,55.3,0
18.2,36.1,25.0,0.629,0.25,3.8,0.545,19.0,3,14.0,82.8,1
25.8,62.9,24.6,0.766,0.236,12.6,0.645,8.0,1,2.0,92.7,1
13.5,94.7,8.5,0.542,0.361,2.0,0.868,36.0,3,7.0,98.3,1
16.1,104.6,9.2,0.822,0.3,13.0,0.889,13.0,1,8.0,74.2,1
16.2,72.8,13.4,0.518,0.214,4.5,0.909,3.0,1,11.0,82.6,1
22.9,70.0,19.6,0.715,0.219,3.2,0.659,26.0,3,12.0,80.5,1
14.5,24.0,25.0,0.601,0.443,3.9,0.561,12.0,2,9.0,76.2,1
16.4,49.1,20.0,0.904,0.154,4.1,0.722,20.0,5,29.0,91.2,1
18.0,44.2,24.5,0.792,0.443,13.9,0.886,26.0,0,9.0,74.7,1
15.9,47.6,20.1,0.649,0.325,6.2,0.881,14.0,6,14.0,82.9,1
12.8,56.6,13.5,0.954,0.566,2.5,0.356,4.0,1,15.0,66.5,1
16.0,50.6,19.0,0.584,0.22,7.9,0.674,15.0,2,6.0,82.8,1
20.4,20.4,25.0,0.743,0.104,4.1,0.39,33.0,4,6.0,83.4,1
9.9,75.0,7.9,0.579,0.315,0.6,0.804,12.0,3,15.0,85.2,1
15.7,38.5,24.4,0.546,0.136,7.8,0.572,18.0,3,21.0,89.8,1
11.5,64.8,10.7,0.449,0.131,7.9,0.605,7.0,1,26.0,71.7,1
21.0,101.5,12.4,0.968,0.545,4.3,0.807,3.0,2,6.0,93.3,1
7.4,41.6,10.6,0.736,0.458,3.5,0.272,12.0,4,18.0,69.3,1
12.2,15.0,25.0,0.579,0.251,8.4,0.581,14.0,0,10.0,54.0,0
16.9,54.3,18.7,0.723,0.29,3.4,0.399,29.0,2,21.0,80.6,1
22.8,82.0,16.7,0.715,0.279,9.4,0.535,14.0,2,13.0,100.0,1
14.7,99.2,8.9,0.917,0.363,3.4,0.793,27.0,1,14.0,90.1,1
12.2,35.4,20.7,0.441,0.216,4.9,0.837,9.0,1,23.0,74.4,1
24.4,69.9,20.9,0.629,0.014,6.6,0.905,4.0,4,24.0,90.0,1
7.8,50.7,9.2,0.668,0.083,5.8,0.724,19.0,3,11.0,73.3,1
4.0,57.9,4.2,0.854,0.175,3.2,0.762,35.0,4,3.0,75.7,1
17.2,112.9,9.1,0.376,0.214,6.3,0.535,8.0,2,6.0,74.9,1
12.5,29.9,25.0,0.799,0.383,7.7,0.252,21.0,3,30.0,63.1,1
9.9,65.1,9.1,0.946,0.483,2.6,0.637,21.0,2,15.0,70.4,1
18.5,69.4,16.0,0.431,0.172,6.7,0.679,11.0,3,6.0,86.5,1
16.2,81.7,11.9,0.921,0.269,4.8,0.619,22.0,3,7.0,85.4,1
12.2,62.0,11.8,0.967,0.379,2.8,0.759,17.0,0,19.0,81.0,1
8.6,66.2,7.8,0.686,0.172,6.2,0.683,22.0,1,29.0,82.6,1
19.4,52.2,22.3,0.93,0.464,8.2,0.526,20.0,3,11.0,83.4,1
18.3,65.4,16.7,0.876,0.077,3.6,0.732,12.0,2,21.0,100.0,1
14.5,53.1,16.4,0.8,0.246,6.4,0.789,14.0,1,18.0,77.2,1
24.2,72.4,20.1,0.857,0.245,4.1,0.79,28.0,1,13.0,94.9,1
